Processo,Classe,Assunto,Comarca,Ano,Especializada
0044927-36.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0041761-93.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0529224-95.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0517868-06.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4007774-88.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4010072-87.2023.8.04.0000,Mandado de Segurança,Promoção de praças Quadro Normal de Acesso - QNA,Tribunal De Justiça,2023.0,CPRAC - PPM
4006702-66.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0043352-90.2024.8.04.1000,Procedimento Comum,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0043360-67.2024.8.04.1000,Procedimento Comum,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0039644-32.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039671-15.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039988-13.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0040041-91.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040068-74.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040080-88.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040801-40.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040811-84.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040823-98.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040838-67.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040931-30.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004565-14.2024.8.04.0000,Mandado de Segurança,Promoção de praças Quadro Normal de Acesso - QNA,Tribunal De Justiça,2024.0,CPRAC - PPM
4008073-65.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4008087-49.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0522391-61.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0030385-13.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0533772-66.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0041241-36.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039379-30.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0030512-48.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4008003-48.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4007168-60.2024.8.04.0000,Cumprimento de Sentença,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0051972-91.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0041470-93.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034035-68.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0464686-08.2024.8.04.0001,Petição Cível,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004111-34.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0043381-43.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0043674-13.2024.8.04.1000,Procedimento Comum,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0043743-45.2024.8.04.1000,Procedimento Comum,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0043754-74.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0043785-94.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0043835-23.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4008050-22.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0034390-78.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0459950-44.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0036733-47.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0031685-10.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0031835-88.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039966-52.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039691-06.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039810-64.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039875-59.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039918-93.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0040923-53.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0535829-57.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0484322-57.2024.8.04.0001,Petição Cível,Promoção de praças Quadro Normal de Acesso - QNA,Comarca de Manaus,2024.0,CPRAC - PPM
0476219-61.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034292-93.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0600413-58.2024.8.04.4100,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Eirunepé,2024.0,CPRAC - PPM
0043335-54.2024.8.04.1000,Reclamação Pré-processual,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0558165-89.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0498028-10.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034655-80.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Férias,Comarca de Manaus,2024.0,CPRAC - PPM
0417289-50.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0492231-53.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0043349-38.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0491624-40.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0052090-67.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
4007209-27.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4007634-54.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0491272-82.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4003588-22.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4005412-16.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0643643-65.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
4004619-77.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0056786-49.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4008152-44.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0043768-58.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0044621-67.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de Oficiais,Comarca de Manaus,2024.0,CPRAC - PPM
0044696-09.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2024.0,CPRAC - PPM
0046115-64.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Normal de Acesso - QNA,Comarca de Manaus,2024.0,CPRAC - PPM
0492259-21.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0031547-43.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Normal de Acesso - QNA,Comarca de Manaus,2024.0,CPRAC - PPM
0041744-57.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0539742-47.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4007069-90.2024.8.04.0000,Mandado de Segurança,Promoção de Oficiais,Tribunal De Justiça,2024.0,CPRAC - PPM
4003934-70.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0039984-73.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0459731-31.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0539461-91.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4002403-46.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006596-07.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0512226-52.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058177-39.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Diferença de remuneração,Comarca de Manaus,2024.0,CPRAC - PPM
4008046-82.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006770-16.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4008717-08.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0058529-94.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058445-93.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058392-15.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058399-07.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058514-28.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4008692-92.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4008829-74.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0036126-34.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
4008978-70.2024.8.04.0000,Mandado de Segurança,Promoção de praças Quadro Especial de Acesso - QEA,Tribunal De Justiça,2024.0,CPRAC - PPM
0053976-04.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054025-45.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054118-08.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054137-14.2024.8.04.1000,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054641-20.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054885-46.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054898-45.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054952-11.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054966-92.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055290-82.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055368-76.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055433-71.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055468-31.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0060819-82.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0055708-20.2024.8.04.1000,Procedimento Comum,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2024.0,CPRAC - PPM
0055983-66.2024.8.04.1000,Procedimento Comum,Diferença de remuneração - Promoção por ação individual,Comarca de Manaus,2024.0,CPRAC - PPM
0494716-26.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055995-80.2024.8.04.1000,Procedimento Comum,Diferença de remuneração - Promoção por ação individual,Comarca de Manaus,2024.0,CPRAC - PPM
0056100-57.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0056122-18.2024.8.04.1000,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0056203-64.2024.8.04.1000,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0056641-90.2024.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2024.0,CPRAC - PPM
0058374-91.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0058464-02.2024.8.04.1000,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0542036-72.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0045535-34.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0059036-55.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0027827-68.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033754-15.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0459985-04.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0055340-11.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054091-25.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054874-17.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054846-49.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054616-07.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0055082-98.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055070-84.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054070-49.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0053083-13.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de Oficiais,Comarca de Manaus,2024.0,CPRAC - PPM
4007566-07.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0052936-84.2024.8.04.1000,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0054916-66.2024.8.04.1000,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4006336-27.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0042845-32.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de Tropa,Comarca de Manaus,2024.0,CPRAC - PPM
4006704-36.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4003854-09.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4009220-29.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0045622-87.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0042110-96.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0484899-35.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055270-91.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0492257-51.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0052201-51.2024.8.04.1000,Procedimento Comum,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0054672-40.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055409-43.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0054740-87.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055443-18.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0055449-25.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
